year,category,value,unit,scenario,figure_type
2041,Lotte Chemical,2.039961021724505,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2042,Lotte Chemical,1.9185862235120938,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2043,Lotte Chemical,0.87614755550251,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2044,Lotte Chemical,0.751750711564973,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2045,Lotte Chemical,0.6264589263041441,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2046,Lotte Chemical,0.5011671410433153,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2047,Lotte Chemical,0.37587535578248643,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2048,Lotte Chemical,0.25058357052165764,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2049,Lotte Chemical,0.12529178526082882,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2050,Lotte Chemical,0.0,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2025,S-Oil,2.086877749365097,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2026,S-Oil,2.381615585110374,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2027,S-Oil,2.363321758450887,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2028,S-Oil,2.3450279317914,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2029,S-Oil,2.326734105131913,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2030,S-Oil,2.308440278472426,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2031,S-Oil,2.019242096631922,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2032,S-Oil,2.003443840685385,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2033,S-Oil,1.9876455847388481,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2034,S-Oil,1.9718473287923113,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2035,S-Oil,1.9560490728457742,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2036,S-Oil,1.9243389044350996,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2037,S-Oil,1.8925150795068242,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2038,S-Oil,1.8608049110961493,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2039,S-Oil,1.7674178027346477,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2040,S-Oil,1.679894789378127,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2041,S-Oil,1.6364458648904259,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2042,S-Oil,1.5926843582121657,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2043,S-Oil,1.5489228515339053,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2044,S-Oil,1.5054739270462043,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2045,S-Oil,1.4617124203679444,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2046,S-Oil,1.4179509136896835,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2047,S-Oil,0.14668359548253687,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2048,S-Oil,0.09778906365502459,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2049,S-Oil,0.04889453182751229,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2050,S-Oil,0.0,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2025,S-Oil Shaheen,4.435028855508218,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2026,S-Oil Shaheen,2.243690684748951,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2027,S-Oil Shaheen,2.1977855606033363,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2028,S-Oil Shaheen,2.1518804364577213,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2029,S-Oil Shaheen,2.105975312312107,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2030,S-Oil Shaheen,2.0600701881664922,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2031,S-Oil Shaheen,2.023398853360513,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2032,S-Oil Shaheen,1.9867275185545334,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2033,S-Oil Shaheen,1.950056183748554,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2034,S-Oil Shaheen,1.9133848489425744,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2035,S-Oil Shaheen,1.8767135141365947,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2036,S-Oil Shaheen,1.8031070219720748,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2037,S-Oil Shaheen,1.7292367072549937,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2038,S-Oil Shaheen,1.6556302150904738,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2039,S-Oil Shaheen,1.582023722925954,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2040,S-Oil Shaheen,1.5081534082088726,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2041,S-Oil Shaheen,1.471482073402893,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2042,S-Oil Shaheen,0.33282601165037246,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2043,S-Oil Shaheen,0.2911855812383509,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2044,S-Oil Shaheen,0.2498425824721295,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2045,S-Oil Shaheen,0.20820215206010792,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2046,S-Oil Shaheen,0.16656172164808633,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2047,S-Oil Shaheen,0.12492129123606474,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2048,S-Oil Shaheen,0.08328086082404317,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2049,S-Oil Shaheen,0.04164043041202158,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2050,S-Oil Shaheen,0.0,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2025,SK Geocentric,3.5043691100027528,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2026,SK Geocentric,3.984987723448951,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2027,SK Geocentric,3.9399509703947357,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2028,SK Geocentric,3.8949142173405216,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2029,SK Geocentric,3.849877464286306,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2030,SK Geocentric,3.8048407112320914,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2031,SK Geocentric,2.7731183630071414,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2032,SK Geocentric,2.732846295496579,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2033,SK Geocentric,2.692574227986017,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
